Year,SURVEY,COMPANY_NA,STATE,Site,PADD,Quantity,Parent Company,Lat,Long,CleanCoName
1951,36,Conoco,CO,Commerce City (Denver West),4,8300,Conoco,39.8026,-104.9433,Conoco
1952,36,Conoco,CO,Commerce City (Denver West),4,8600,Conoco,39.8026,-104.9433,Conoco
1953,36,Conoco,CO,Commerce City (Denver West),4,9000,Conoco,39.8026,-104.9433,Conoco
1954,36,Conoco,CO,Commerce City (Denver West),4,10000,Conoco,39.8026,-104.9433,Conoco
1955,36,Conoco,CO,Commerce City (Denver West),4,10000,Conoco,39.8026,-104.9433,Conoco
1956,36,Conoco,CO,Commerce City (Denver West),4,11000,Conoco,39.8026,-104.9433,Conoco
1957,36,Conoco,CO,Commerce City (Denver West),4,11250,Conoco,39.8026,-104.9433,Conoco
1958,36,Conoco,CO,Commerce City (Denver West),4,12300,Conoco,39.8026,-104.9433,Conoco
1959,36,Conoco,CO,Commerce City (Denver West),4,13600,Conoco,39.8026,-104.9433,Conoco
1960,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1961,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1962,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1963,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1964,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1965,36,Conoco,CO,Commerce City (Denver West),4,15000,Conoco,39.8026,-104.9433,Conoco
1966,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1967,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1968,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1969,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1970,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1971,36,Conoco,CO,Commerce City (Denver West),4,20000,Conoco,39.8026,-104.9433,Conoco
1972,36,Conoco,CO,Commerce City (Denver West),4,26500,Conoco,39.8026,-104.9433,Conoco
1973,36,Conoco,CO,Commerce City (Denver West),4,26500,Conoco,39.8026,-104.9433,Conoco
1974,36,Conoco,CO,Commerce City (Denver West),4,30000,Conoco,39.8026,-104.9433,Conoco
1975,36,Conoco,CO,Commerce City (Denver West),4,30000,Conoco,39.8026,-104.9433,Conoco
1976,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1977,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1978,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1979,36,Conoco,CO,Commerce City (Denver West),4,10000,Conoco,39.8026,-104.9433,Conoco
1980,36,Conoco,CO,Commerce City (Denver West),4,10100,Conoco,39.8026,-104.9433,Conoco
1981,36,Conoco,CO,Commerce City (Denver West),4,10100,Conoco,39.8026,-104.9433,Conoco
1982,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1983,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1984,36,Conoco,CO,Commerce City (Denver West),4,32500,Conoco,39.8026,-104.9433,Conoco
1985,36,Conoco,CO,Commerce City (Denver West),4,41500,Conoco,39.8026,-104.9433,Conoco
1986,36,Conoco,CO,Commerce City (Denver West),4,41500,Conoco,39.8026,-104.9433,Conoco
1987,36,Conoco,CO,Commerce City (Denver West),4,41500,Conoco,39.8026,-104.9433,Conoco
1988,36,Conoco,CO,Commerce City (Denver West),4,43000,Conoco,39.8026,-104.9433,Conoco
1989,36,Conoco,CO,Commerce City (Denver West),4,44000,Conoco,39.8026,-104.9433,Conoco
1990,36,Conoco,CO,Commerce City (Denver West),4,48000,Conoco,39.8026,-104.9433,Conoco
1991,36,Conoco,CO,Commerce City (Denver West),4,48000,Conoco,39.8026,-104.9433,Conoco
1992,36,Conoco,CO,Commerce City (Denver West),4,48000,Conoco,39.8026,-104.9433,Conoco
1993,36,Conoco,CO,Commerce City (Denver West),4,51500,Conoco,39.8026,-104.9433,Conoco
1994,36,Conoco,CO,Commerce City (Denver West),4,54000,Conoco,39.8026,-104.9433,Conoco
1995,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
1996,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
1997,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
1998,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
1999,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
2000,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
2001,36,Conoco,CO,Commerce City (Denver West),4,57500,Conoco,39.8026,-104.9433,Conoco
2002,36,Conoco,CO,Commerce City (Denver West),4,62000,Conoco,39.8026,-104.9433,Conoco
2003,36,Conoco,CO,Commerce City (Denver West),4,60000,Conoco,39.8026,-104.9433,Conoco
2004,36,Suncor Energy,CO,Commerce City (Denver West),4,60000,Independent,39.8026,-104.9433,Suncor Energy
2005,36,Suncor Energy,CO,Commerce City (Denver West),4,60000,Independent,39.8026,-104.9433,Suncor Energy
2006,36,Suncor Energy,CO,Commerce City (Denver West),4,62000,Independent,39.8026,-104.9433,Suncor Energy
2007,36,Suncor Energy,CO,Commerce City (Denver West),4,62000,Independent,39.8026,-104.9433,Suncor Energy
2008,36,Suncor Energy,CO,Commerce City (Denver West),4,62000,Independent,39.8026,-104.9433,Suncor Energy
2009,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2010,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2011,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2012,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2013,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2014,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2015,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2016,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2017,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2018,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2019,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2020,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2021,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2022,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2023,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
2024,36,Suncor Energy,CO,Commerce City (Denver West),4,67000,Independent,39.8026,-104.9433,Suncor Energy
1937,35,Bay Petroleum,CO,Commerce City (East),4,2000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1938,35,Bay Petroleum,CO,Commerce City (East),4,2500,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1939,35,Bay Petroleum,CO,Commerce City (East),4,3000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1940,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1941,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1942,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1943,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1944,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1945,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1946,35,Bay Petroleum,CO,Commerce City (East),4,4000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1947,35,Bay Petroleum,CO,Commerce City (East),4,5000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1948,35,Bay Petroleum,CO,Commerce City (East),4,5000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1949,35,Bay Petroleum,CO,Commerce City (East),4,6000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1950,35,Bay Petroleum,CO,Commerce City (East),4,5000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1951,35,Bay Petroleum,CO,Commerce City (East),4,5000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1952,35,Bay Petroleum,CO,Commerce City (East),4,6000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1953,35,Bay Petroleum,CO,Commerce City (East),4,6000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1954,35,Bay Petroleum,CO,Commerce City (East),4,11000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1955,35,Bay Petroleum,CO,Commerce City (East),4,11000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1956,35,Bay Petroleum,CO,Commerce City (East),4,10000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1957,35,Bay Petroleum,CO,Commerce City (East),4,10000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1958,35,Bay Petroleum,CO,Commerce City (East),4,11000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1959,35,Bay Petroleum,CO,Commerce City (East),4,11000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1960,35,Bay Petroleum,CO,Commerce City (East),4,11000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1961,35,Bay Petroleum,CO,Commerce City (East),4,12000,Bay Petroleum,39.8039,-104.9466,Bay Petroleum
1962,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1963,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1964,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1965,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1966,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1967,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1968,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1969,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1970,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1971,35,Tenneco Oil,CO,Commerce City (East),4,12000,Independent,39.8026,-104.9433,Tenneco Oil
1972,35,The Refinery,CO,Commerce City (East),4,15000,Independent,39.8039,-104.9466,The Refinery
1973,35,The Refinery,CO,Commerce City (East),4,17500,Independent,39.8039,-104.9466,The Refinery
1974,35,The Refinery,CO,Commerce City (East),4,17500,Independent,39.8039,-104.9466,The Refinery
1975,35,The Refinery,CO,Commerce City (East),4,20500,Independent,39.8039,-104.9466,The Refinery
1976,35,The Refinery,CO,Commerce City (East),4,20500,Independent,39.8039,-104.9466,The Refinery
1977,35,Asamera Oil US,CO,Commerce City (East),4,22500,Independent,39.8039,-104.9466,Asamera Oil
1978,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1979,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1980,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1981,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1982,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1983,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1984,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1985,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1986,35,Asamera Oil US,CO,Commerce City (East),4,23000,Independent,39.8039,-104.9466,Asamera Oil
1987,35,Asamera Oil US,CO,Commerce City (East),4,28000,Independent,39.8039,-104.9466,Asamera Oil
1988,35,Colorado Refining,CO,Commerce City (East),4,33500,Independent,39.8039,-104.9466,Colorado Refining
1989,35,Colorado Refining,CO,Commerce City (East),4,28000,Independent,39.8039,-104.9466,Colorado Refining
1990,35,Colorado Refining,CO,Commerce City (East),4,28000,Independent,39.8039,-104.9466,Colorado Refining
1991,35,Colorado Refining,CO,Commerce City (East),4,28000,Independent,39.8039,-104.9466,Colorado Refining
1992,35,Colorado Refining,CO,Commerce City (East),4,28000,Independent,39.8039,-104.9466,Colorado Refining
1993,35,Total Petroleum,CO,Commerce City (East),4,28000,Total,39.8039,-104.9466,Total
1994,35,Total Petroleum,CO,Commerce City (East),4,28000,Total,39.8039,-104.9466,Total
1995,35,Total Petroleum,CO,Commerce City (East),4,28000,Total,39.8039,-104.9466,Total
1996,35,Total Petroleum,CO,Commerce City (East),4,28000,Total,39.8039,-104.9466,Total
1997,35,Ultramar Diamond Shamrock,CO,Commerce City (East),4,28000,Ultramar Diamond Shamrock,39.8039,-104.9466,Ultramar Diamond Shamrock
1998,35,Ultramar Diamond Shamrock,CO,Commerce City (East),4,28000,Ultramar Diamond Shamrock,39.8039,-104.9466,Ultramar Diamond Shamrock
1999,35,Ultramar Diamond Shamrock,CO,Commerce City (East),4,28000,Ultramar Diamond Shamrock,39.8039,-104.9466,Ultramar Diamond Shamrock
2000,35,Ultramar Diamond Shamrock,CO,Commerce City (East),4,27000,Ultramar Diamond Shamrock,39.8039,-104.9466,Ultramar Diamond Shamrock
2001,35,Ultramar Diamond Shamrock,CO,Commerce City (East),4,27000,Ultramar Diamond Shamrock,39.8039,-104.9466,Ultramar Diamond Shamrock
2002,35,Valero Energy,CO,Commerce City (East),4,28000,Valero,39.8039,-104.9466,Valero
2003,35,Valero Energy,CO,Commerce City (East),4,27000,Valero,39.8039,-104.9466,Valero
2004,35,Valero Energy,CO,Commerce City (East),4,27000,Valero,39.8039,-104.9466,Valero
2005,35,Valero Energy,CO,Commerce City (East),4,27000,Valero,39.8039,-104.9466,Valero
2006,35,Suncor Energy,CO,Commerce City (East),4,32000,Independent,39.8039,-104.9466,Suncor Energy
2007,35,Suncor Energy,CO,Commerce City (East),4,32000,Independent,39.8039,-104.9466,Suncor Energy
2008,35,Suncor Energy,CO,Commerce City (East),4,32000,Independent,39.8039,-104.9466,Suncor Energy
2009,35,Suncor Energy,CO,Commerce City (East),4,35000,Independent,39.8039,-104.9466,Suncor Energy
2010,35,Suncor Energy,CO,Commerce City (East),4,35000,Independent,39.8039,-104.9466,Suncor Energy
2011,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2012,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2013,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2014,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2015,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2016,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2017,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2018,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2019,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2020,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2021,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2022,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2023,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
2024,35,Suncor Energy,CO,Commerce City (East),4,36000,Independent,39.8039,-104.9466,Suncor Energy
1928,553,Texaco,CO,Craig,4,750,Texaco,40.5152,-107.5465,Texaco
1929,553,Texaco,CO,Craig,4,750,Texaco,40.5152,-107.5465,Texaco
1930,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1931,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1932,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1933,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1934,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1935,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1936,553,Texaco,CO,Craig,4,1000,Texaco,40.5152,-107.5465,Texaco
1937,553,Texaco,CO,Craig,4,1200,Texaco,40.5152,-107.5465,Texaco
1938,553,Texaco,CO,Craig,4,1200,Texaco,40.5152,-107.5465,Texaco
1939,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1940,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1941,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1942,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1943,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1944,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1945,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1946,553,Texaco,CO,Craig,4,2000,Texaco,40.5152,-107.5465,Texaco
1947,553,Texaco,CO,Craig,4,3000,Texaco,40.5152,-107.5465,Texaco
1950,475,Empire Petroleum,CO,Denver,4,2000,Empire,39.8026,-104.9433,Empire
1951,475,Empire Petroleum,CO,Denver,4,2000,Empire,39.8026,-104.9433,Empire
1952,475,Empire Petroleum,CO,Denver,4,2000,Empire,39.8026,-104.9433,Empire
1953,475,Empire Petroleum,CO,Denver,4,2000,Empire,39.8026,-104.9433,Empire
1954,475,Empire Petroleum,CO,Denver,4,7000,Empire,39.8026,-104.9433,Empire
1955,475,Empire Petroleum,CO,Denver,4,10000,Empire,39.8026,-104.9433,Empire
1956,475,Empire Petroleum,CO,Denver,4,7000,Empire,39.8026,-104.9433,Empire
1957,475,Empire Petroleum,CO,Denver,4,7000,Empire,39.8026,-104.9433,Empire
1958,475,Empire Petroleum,CO,Denver,4,7000,Empire,39.8026,-104.9433,Empire
1959,475,Empire Petroleum,CO,Denver,4,5000,Empire,39.8026,-104.9433,Empire
1960,475,Empire Petroleum,CO,Denver,4,5000,Empire,39.8026,-104.9433,Empire
1961,475,Empire Petroleum,CO,Denver,4,5000,Empire,39.8026,-104.9433,Empire
1962,475,Conoco,CO,Denver,4,5000,Conoco,39.8026,-104.9433,Conoco
1963,475,Conoco,CO,Denver,4,5000,Conoco,39.8026,-104.9433,Conoco
1964,475,Conoco,CO,Denver,4,5000,Conoco,39.8026,-104.9433,Conoco
1965,475,Conoco,CO,Denver,4,5000,Conoco,39.8026,-104.9433,Conoco
1966,475,Conoco,CO,Denver,4,5000,Conoco,39.8026,-104.9433,Conoco
1938,477,Oriental Refining,CO,Denver,4,500,Independent,39.8026,-104.9433,Oriental Refining
1939,477,Oriental Refining,CO,Denver,4,500,Independent,39.8026,-104.9433,Oriental Refining
1940,477,Oriental Refining,CO,Denver,4,500,Independent,39.8026,-104.9433,Oriental Refining
1941,477,Oriental Refining,CO,Denver,4,500,Independent,39.8026,-104.9433,Oriental Refining
1942,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1943,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1944,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1945,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1946,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1947,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1948,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1949,477,Oriental Refining,CO,Denver,4,1500,Independent,39.8026,-104.9433,Oriental Refining
1950,477,Oriental Refining,CO,Denver,4,5000,Independent,39.8026,-104.9433,Oriental Refining
1951,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1952,477,Oriental Refining,CO,Denver,4,5000,Independent,39.8026,-104.9433,Oriental Refining
1953,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1954,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1955,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1956,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1957,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1958,477,Oriental Refining,CO,Denver,4,4000,Independent,39.8026,-104.9433,Oriental Refining
1959,477,Oriental Refining,CO,Denver,4,3000,Independent,39.8026,-104.9433,Oriental Refining
1960,477,Oriental Refining,CO,Denver,4,3300,Independent,39.8026,-104.9433,Oriental Refining
1961,477,Oriental Refining,CO,Denver,4,3300,Independent,39.8026,-104.9433,Oriental Refining
1962,477,Oriental Refining,CO,Denver,4,3500,Independent,39.8026,-104.9433,Oriental Refining
1963,477,Oriental Refining,CO,Denver,4,3500,Independent,39.8026,-104.9433,Oriental Refining
1964,477,Oriental Refining,CO,Denver,4,3500,Independent,39.8026,-104.9433,Oriental Refining
1965,477,Oriental Refining,CO,Denver,4,3500,Independent,39.8026,-104.9433,Oriental Refining
1966,477,Oriental Refining,CO,Denver,4,3500,Independent,39.8026,-104.9433,Oriental Refining
1948,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1949,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1950,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1951,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1952,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1953,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1954,478,Skelly Oil,CO,Denver,4,1650,Skelly Oil,39.8026,-104.9433,Skelly Oil
1955,478,Skelly Oil,CO,Denver,4,1650,Skelly Oil,39.8026,-104.9433,Skelly Oil
1956,478,Skelly Oil,CO,Denver,4,1650,Skelly Oil,39.8026,-104.9433,Skelly Oil
1957,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1958,478,Skelly Oil,CO,Denver,4,1500,Skelly Oil,39.8026,-104.9433,Skelly Oil
1959,478,Skelly Oil,CO,Denver,4,1400,Skelly Oil,39.8026,-104.9433,Skelly Oil
1960,478,Skelly Oil,CO,Denver,4,1400,Skelly Oil,39.8026,-104.9433,Skelly Oil
1961,478,Skelly Oil,CO,Denver,4,1400,Skelly Oil,39.8026,-104.9433,Skelly Oil
1933,831,Midland Oil Refining,CO,Denver,4,1000,Independent,39.8026,-104.9433,Midland Oil
1934,831,Colorado-Midland Refineries,CO,Denver,4,2000,Independent,39.8026,-104.9433,Colorado-Midland Refineries
1935,831,Colorado-Midland Refineries,CO,Denver,4,1800,Independent,39.8026,-104.9433,Colorado-Midland Refineries
1936,831,Colorado-Midland Refineries,CO,Denver,4,1800,Independent,39.8026,-104.9433,Colorado-Midland Refineries
1937,831,Colorado-Midland Refineries,CO,Denver,4,1800,Independent,39.8026,-104.9433,Colorado-Midland Refineries
1938,831,Colorado-Midland Refineries,CO,Denver,4,1800,Independent,39.8026,-104.9433,Colorado-Midland Refineries
1936,1581,Denver Refining Syndicate,CO,Denver,4,500,Independent,39.8026,-104.9433,Denver Refining Syndicate
1937,1581,Denver Refining Syndicate,CO,Denver,4,500,Independent,39.8026,-104.9433,Denver Refining Syndicate
1937,552,Perry Petroleum,CO,Denver (Adams City),4,800,Independent,39.8026,-104.9433,Perry Petroleum
1938,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1939,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1940,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1941,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1942,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1943,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1944,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1945,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1946,552,Perry Petroleum,CO,Denver (Adams City),4,850,Independent,39.8026,-104.9433,Perry Petroleum
1947,552,Perry Petroleum,CO,Denver (Adams City),4,1000,Independent,39.8026,-104.9433,Perry Petroleum
1926,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1927,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1928,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1929,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1930,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1931,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1932,827,United Oil,CO,Florence,4,1500,United Oil and Refining,33.9745,-118.2481,United Oil and Refining
1928,1343,Conoco,CO,Florence,4,2500,Conoco,33.9745,-118.2481,Conoco
1929,1343,Conoco,CO,Florence,4,2500,Conoco,33.9745,-118.2481,Conoco
1930,1343,Conoco,CO,Florence,4,3000,Conoco,33.9745,-118.2481,Conoco
