Year,SURVEY,COMPANY_NA,STATE,Site,PADD,Quantity,Parent Company,Lat,Long,CleanCoName
1980,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1981,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1982,70,Tesoro-Alaskan Petroleum,AK,Kenai,5,24000,Tesoro,60.5544,-151.2583,Tesoro
1983,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1984,70,Tesoro-Alaskan Petroleum,AK,Kenai,5,28500,Tesoro,60.5544,-151.2583,Tesoro
1985,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1986,70,Tesoro-Alaskan Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1987,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1988,70,Tesoro-Alaskan Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1989,70,Tesoro Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1990,70,Tesoro-Alaskan Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1991,70,Tesoro Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1992,70,Tesoro Petroleum,AK,Kenai,5,38000,Tesoro,60.5544,-151.2583,Tesoro
1993,70,Tesoro Petroleum,AK,Kenai,5,48500,Tesoro,60.5544,-151.2583,Tesoro
1994,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1995,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1996,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1997,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1998,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
1999,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2000,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2001,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2002,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2003,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2005,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2006,70,Tesoro Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2007,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2008,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2009,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2010,70,Tesoro Alaska Petroleum,AK,Kenai,5,72000,Tesoro,60.5544,-151.2583,Tesoro
2011,70,Tesoro Alaska Petroleum,AK,Kenai,5,68000,Tesoro,60.5544,-151.2583,Tesoro
2012,70,Tesoro Alaska Petroleum,AK,Kenai,5,68000,Tesoro,60.5544,-151.2583,Tesoro
2013,70,Tesoro Alaska Petroleum,AK,Kenai,5,65000,Tesoro,60.5544,-151.2583,Tesoro
2014,70,Tesoro Alaska Petroleum,AK,Kenai,5,65000,Tesoro,60.5544,-151.2583,Tesoro
2015,70,Tesoro Alaska Petroleum,AK,Kenai,5,65000,Tesoro,60.5544,-151.2583,Tesoro
2016,70,Tesoro Alaska Petroleum,AK,Kenai,5,58500,Tesoro,60.5544,-151.2583,Tesoro
2017,70,Tesoro Alaska Petroleum,AK,Kenai,5,62700,Tesoro,60.5544,-151.2583,Tesoro
2018,70,Andeavor,AK,Kenai,5,62700,Andeavor,60.5544,-151.2583,Andeavor
2019,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
2020,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
2021,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
2022,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
2023,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
2024,70,Marathon Petroleum,AK,Kenai,5,68000,Marathon,60.5544,-151.2583,Marathon
1966,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1967,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1968,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1969,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1970,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1971,212,Standard Oil of California,AK,Kenai,5,20000,Socal,60.5545,-151.2584,Socal
1972,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1973,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1974,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1975,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1978,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1979,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1980,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1981,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1982,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1983,212,Standard Oil of California,AK,Kenai,5,22000,Socal,60.5545,-151.2584,Socal
1984,212,Chevron USA,AK,Kenai,5,20000,Chevron,60.5545,-151.2584,Chevron
1985,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1986,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1987,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1988,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1989,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1990,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1991,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1992,212,Chevron USA,AK,Kenai,5,22000,Chevron,60.5545,-151.2584,Chevron
1986,73,ARCO,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1987,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1988,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1989,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1990,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1991,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1992,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1993,73,Arco Alaska,AK,Kuparuk (Anchorage),5,14000,ARCO,70.3647,-149.6064,ARCO
1994,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1995,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1996,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1997,73,Arco Alaska,AK,Kuparuk (Anchorage),5,12000,ARCO,70.3647,-149.6064,ARCO
1999,73,Arco Alaska,AK,Kuparuk (Anchorage),5,14000,ARCO,70.3647,-149.6064,ARCO
2000,73,Arco Alaska,AK,Kuparuk (Anchorage),5,14000,ARCO,70.3647,-149.6064,ARCO
2001,73,Phillips Alaska,AK,Kuparuk (Anchorage),5,14000,Phillips Petroleum,70.3647,-149.6064,Phillips Petroleum
2002,73,Phillips Alaska,AK,Kuparuk (Anchorage),5,14000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2003,73,Phillips Alaska,AK,Kuparuk (Anchorage),5,14000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2004,73,Phillips Alaska,AK,Kuparuk (Anchorage),5,14000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2005,73,ConocoPhillips Alaska,AK,Kuparuk (Anchorage),5,14000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2006,73,ConocoPhillips Alaska,AK,Kuparuk (Anchorage),5,14000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2007,73,ConocoPhillips Alaska,AK,Kuparuk (Anchorage),5,15000,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
2014,73,ConocoPhillips Alaska,AK,Kuparuk (Anchorage),5,14500,ConocoPhillips,70.3647,-149.6064,ConocoPhillips
1983,98,Mapco Alaska Petroleum,AK,North Pole,5,70000,Independent,64.7458,-147.3508,Mapco
1984,98,Mapco Alaska Petroleum,AK,North Pole,5,90000,Independent,64.7458,-147.3508,Mapco
1985,98,Mapco Alaska Petroleum,AK,North Pole,5,90000,Independent,64.7458,-147.3508,Mapco
1986,98,Mapco Alaska Petroleum,AK,North Pole,5,90000,Independent,64.7458,-147.3508,Mapco
1987,98,Mapco Alaska Petroleum,AK,North Pole,5,102000,Independent,64.7458,-147.3508,Mapco
1988,98,Mapco Alaska Petroleum,AK,North Pole,5,115000,Independent,64.7458,-147.3508,Mapco
1989,98,Mapco Alaska Petroleum,AK,North Pole,5,122000,Independent,64.7458,-147.3508,Mapco
1990,98,Mapco Alaska Petroleum,AK,North Pole,5,122000,Independent,64.7458,-147.3508,Mapco
1991,98,Mapco Alaska Petroleum,AK,North Pole,5,130000,Independent,64.7458,-147.3508,Mapco
1992,98,Mapco Alaska Petroleum,AK,North Pole,5,130000,Independent,64.7458,-147.3508,Mapco
1993,98,Mapco Petroleum,AK,North Pole,5,45000,Independent,64.7458,-147.3508,Mapco
1994,98,Mapco Petroleum,AK,North Pole,5,46500,Independent,64.7458,-147.3508,Mapco
1995,98,Mapco Petroleum,AK,North Pole,5,46430,Independent,64.7458,-147.3508,Mapco
1996,98,Mapco Petroleum,AK,North Pole,5,130000,Independent,64.7458,-147.3508,Mapco
1997,98,Mapco Petroleum,AK,North Pole,5,132600,Independent,64.7458,-147.3508,Mapco
1998,98,Williams Alaska Petro,AK,North Pole,5,196700,Williams,64.7458,-147.3508,Williams
1999,98,Williams Alaska Petro,AK,North Pole,5,196700,Williams,64.7458,-147.3508,Williams
2000,98,Williams Alaska Petro,AK,North Pole,5,206550,Williams,64.7458,-147.3508,Williams
2001,98,Williams Alaska Petro,AK,North Pole,5,197400,Williams,64.7458,-147.3508,Williams
2002,98,Williams Alaska Petro,AK,North Pole,5,197928,Williams,64.7458,-147.3508,Williams
2003,98,Williams Alaska Petro,AK,North Pole,5,197928,Williams,64.7458,-147.3508,Williams
2004,98,Williams Alaska Petro,AK,North Pole,5,206881,Williams,64.7458,-147.3508,Williams
2005,98,Flint Hills Resources Alaska,AK,North Pole,5,210000,Independent,64.7458,-147.3508,Koch
2006,98,Flint Hills Resources Alaska,AK,North Pole,5,210000,Independent,64.7458,-147.3508,Koch
2007,98,Flint Hills Resources Alaska,AK,North Pole,5,210000,Independent,64.7458,-147.3508,Koch
2008,98,Flint Hills Resources Alaska,AK,North Pole,5,210000,Independent,64.7458,-147.3508,Koch
2009,98,Flint Hills Resources Alaska,AK,North Pole,5,210000,Independent,64.7458,-147.3508,Koch
2010,98,Flint Hills Resources Alaska,AK,North Pole,5,124554,Independent,64.7458,-147.3508,Koch
2011,98,Flint Hills Resources LP,AK,North Pole,5,124554,Independent,64.7458,-147.3508,Koch
2012,98,Flint Hills Resources LP,AK,North Pole,5,127459,Independent,64.7458,-147.3508,Koch
2013,98,Flint Hills Resources LP,AK,North Pole,5,79507,Independent,64.7458,-147.3508,Koch
2014,98,Flint Hills Resources LP,AK,North Pole,5,78600,Independent,64.7458,-147.3508,Koch
1986,99,Petro Star,AK,North Pole,5,6000,Independent,64.7458,-147.3508,Petro Star
1987,99,Petro Star,AK,North Pole,5,7000,Independent,64.7458,-147.3508,Petro Star
1988,99,Petro Star,AK,North Pole,5,7000,Independent,64.7458,-147.3508,Petro Star
1989,99,Petro Star,AK,North Pole,5,7000,Independent,64.7458,-147.3508,Petro Star
1990,99,Petro Star,AK,North Pole,5,7000,Independent,64.7458,-147.3508,Petro Star
1991,99,Petro Star,AK,North Pole,5,8000,Independent,64.7458,-147.3508,Petro Star
1992,99,Petro Star,AK,North Pole,5,8000,Independent,64.7458,-147.3508,Petro Star
1993,99,Petro Star,AK,North Pole,5,8000,Independent,64.7458,-147.3508,Petro Star
1994,99,Petro Star,AK,North Pole,5,12000,Independent,64.7458,-147.3508,Petro Star
1995,99,Petro Star,AK,North Pole,5,12000,Independent,64.7458,-147.3508,Petro Star
1996,99,Petro Star,AK,North Pole,5,14000,Independent,64.7458,-147.3508,Petro Star
1997,99,Petro Star,AK,North Pole,5,13750,Independent,64.7458,-147.3508,Petro Star
1999,99,Petro Star,AK,North Pole,5,13750,Independent,64.7458,-147.3508,Petro Star
2000,99,Petro Star,AK,North Pole,5,14000,Independent,64.7458,-147.3508,Petro Star
2001,99,Petro Star,AK,North Pole,5,15000,Independent,64.7458,-147.3508,Petro Star
2002,99,Petro Star,AK,North Pole,5,15000,Independent,64.7458,-147.3508,Petro Star
2003,99,Petro Star,AK,North Pole,5,15850,Independent,64.7458,-147.3508,Petro Star
2004,99,Petro Star,AK,North Pole,5,17000,Independent,64.7458,-147.3508,Petro Star
2005,99,Petro Star,AK,North Pole,5,17000,Independent,64.7458,-147.3508,Petro Star
2006,99,Petro Star,AK,North Pole,5,17000,Independent,64.7458,-147.3508,Petro Star
2007,99,Petro Star,AK,North Pole,5,17500,Independent,64.7458,-147.3508,Petro Star
2008,99,Petro Star,AK,North Pole,5,17500,Independent,64.7458,-147.3508,Petro Star
2009,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2010,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2011,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2012,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2013,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2014,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2015,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2016,99,Petro Star,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Petro Star
2017,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2018,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2019,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2020,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2021,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2022,99,Arctic Slope Regional,AK,North Pole,5,19700,Independent,64.7458,-147.3508,Arctic Slope Regional
2023,99,Arctic Slope Regional,AK,North Pole,5,21000,Independent,64.7458,-147.3508,Arctic Slope Regional
2024,99,Arctic Slope Regional,AK,North Pole,5,21000,Independent,64.7458,-147.3508,Arctic Slope Regional
2008,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2009,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2010,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2011,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2012,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2013,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2014,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2015,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2016,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2017,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2018,117,ConocoPhillips Alaska,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2019,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2020,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2021,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2022,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2023,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
2024,117,ConocoPhillips,AK,Prudhoe Bay,5,15000,ConocoPhillips,70.2534,-148.3783,ConocoPhillips
1980,116,ARCO,AK,Prudhoe Bay (North Slope),5,14000,ARCO,70.2534,-148.3783,ARCO
1981,116,ARCO,AK,Prudhoe Bay (North Slope),5,14000,ARCO,70.2534,-148.3783,ARCO
1982,116,ARCO,AK,Prudhoe Bay (North Slope),5,14000,ARCO,70.2534,-148.3783,ARCO
1983,116,ARCO,AK,Prudhoe Bay (North Slope),5,20000,ARCO,70.2534,-148.3783,ARCO
1984,116,ARCO,AK,Prudhoe Bay (North Slope),5,22000,ARCO,70.2534,-148.3783,ARCO
1985,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,22000,ARCO,70.2534,-148.3783,ARCO
1986,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,22000,ARCO,70.2534,-148.3783,ARCO
1987,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,22000,ARCO,70.2534,-148.3783,ARCO
1988,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,22000,ARCO,70.2534,-148.3783,ARCO
1989,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,14000,ARCO,70.2534,-148.3783,ARCO
1990,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,16000,ARCO,70.2534,-148.3783,ARCO
1991,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,17500,ARCO,70.2534,-148.3783,ARCO
1992,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,17500,ARCO,70.2534,-148.3783,ARCO
1993,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,17500,ARCO,70.2534,-148.3783,ARCO
1994,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,17500,ARCO,70.2534,-148.3783,ARCO
1995,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
1996,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
1997,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
1998,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
1999,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
2000,116,Arco Alaska,AK,Prudhoe Bay (North Slope),5,15000,ARCO,70.2534,-148.3783,ARCO
2001,116,Phillips Alaska,AK,Prudhoe Bay (North Slope),5,14000,Phillips Petroleum,70.2534,-148.3783,Phillips Petroleum
2002,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2003,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2004,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2005,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2006,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2007,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12500,BP,70.2534,-148.3783,BP
2008,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12780,BP,70.2534,-148.3783,BP
2009,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12780,BP,70.2534,-148.3783,BP
2010,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12780,BP,70.2534,-148.3783,BP
2011,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,12780,BP,70.2534,-148.3783,BP
2012,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,6935,BP,70.2534,-148.3783,BP
2013,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,10500,BP,70.2534,-148.3783,BP
2014,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,10500,BP,70.2534,-148.3783,BP
2015,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,10500,BP,70.2534,-148.3783,BP
2016,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,10500,BP,70.2534,-148.3783,BP
2017,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,6500,BP,70.2534,-148.3783,BP
2018,116,BP Expl (Alaska),AK,Prudhoe Bay (North Slope),5,6000,BP,70.2534,-148.3783,BP
2019,116,BP,AK,Prudhoe Bay (North Slope),5,6500,BP,70.2534,-148.3783,BP
2020,116,BP,AK,Prudhoe Bay (North Slope),5,6500,BP,70.2534,-148.3783,BP
2021,116,Hilco Energy,AK,Prudhoe Bay (North Slope),5,6500,Independent,70.2534,-148.3783,Hilco Energy
2022,116,Hilco Energy,AK,Prudhoe Bay (North Slope),5,6500,Independent,70.2534,-148.3783,Hilco Energy
2023,116,Hilco Energy,AK,Prudhoe Bay (North Slope),5,6500,Independent,70.2534,-148.3783,Hilco Energy
2024,116,Hilco Energy,AK,Prudhoe Bay (North Slope),5,6500,Independent,70.2534,-148.3783,Hilco Energy
1973,356,British Petroleum,AK,Prudhoe Bay (North Slope),5,1250,BP,70.2534,-148.3783,BP
1974,356,British Petroleum,AK,Prudhoe Bay (North Slope),5,1250,BP,70.2534,-148.3783,BP
1975,356,British Petroleum,AK,Prudhoe Bay (North Slope),5,1250,BP,70.2534,-148.3783,BP
1976,356,British Petroleum,AK,Prudhoe Bay (North Slope),5,1250,BP,70.2534,-148.3783,BP
1994,158,Petro Star,AK,Valdez,5,30000,Independent,61.0817,-146.3835,Petro Star
1995,158,Petro Star,AK,Valdez,5,34000,Independent,61.0817,-146.3835,Petro Star
1996,158,Petro Star,AK,Valdez,5,40000,Independent,61.0817,-146.3835,Petro Star
1997,158,Petro Star,AK,Valdez,5,38000,Independent,61.0817,-146.3835,Petro Star
1999,158,Petro Star,AK,Valdez,5,38000,Independent,61.0817,-146.3835,Petro Star
2000,158,Petro Star,AK,Valdez,5,38000,Independent,61.0817,-146.3835,Petro Star
2001,158,Petro Star,AK,Valdez,5,46000,Independent,61.0817,-146.3835,Petro Star
2002,158,Petro Star,AK,Valdez,5,46000,Independent,61.0817,-146.3835,Petro Star
2003,158,Petro Star,AK,Valdez,5,46700,Independent,61.0817,-146.3835,Petro Star
2004,158,Petro Star,AK,Valdez,5,48000,Independent,61.0817,-146.3835,Petro Star
2005,158,Petro Star,AK,Valdez,5,48000,Independent,61.0817,-146.3835,Petro Star
2006,158,Petro Star,AK,Valdez,5,48000,Independent,61.0817,-146.3835,Petro Star
2007,158,Petro Star,AK,Valdez,5,48000,Independent,61.0817,-146.3835,Petro Star
2008,158,Petro Star,AK,Valdez,5,48000,Independent,61.0817,-146.3835,Petro Star
2010,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2011,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2012,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2013,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2014,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2015,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2016,158,Petro Star,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Petro Star
2017,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2018,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2019,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2020,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2021,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2022,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2023,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2024,158,Arctic Slope Regional,AK,Valdez,5,55000,Independent,61.0817,-146.3835,Arctic Slope Regional
2006,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2007,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2008,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2009,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2010,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2011,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2012,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2013,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2014,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2015,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
2016,8,Goodway Refining,AL,Atmore,3,4100,Independent,31.0193,-87.5394,Goodway Refining
